algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
KNN,2.1,61,2,3509,8169,0.010944967189924657,1.4496572017669678,0.013231067473319657,1.4623260498046875,0.22426719270717635,1.720857858657837,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
Random Forest,2.1,83,10,2730,8169,0.0072449721604515,1.4247050285339355,1.2555867858940923,2.740790843963623,0.08495929586402204,1.5152368545532227,float64,0.9777777777777777,0.9924812030075187,0.8407643312101911,0.9103448275862068
Decision Tree,2.1,29,12,389,8169,0.00843090347053154,1.4578070640563965,0.009582483972632005,1.459568738937378,0.014278119208935977,1.4310452938079834,float64,0.8928571428571429,0.631578947368421,0.5217391304347826,0.5714285714285715
KNN,2.1,63,4,2730,8169,0.02245828072422591,1.4424891471862793,0.008120455047284567,1.4567160606384277,0.17975316218932189,1.6053550243377686,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
Random Forest,2.1,85,26,1950,8169,0.0070716551158056225,1.4651288986206055,0.6010752095369174,2.2773802280426025,0.05324634141226847,1.5066759586334229,float64,0.9760765550239234,1.0,0.8214285714285714,0.9019607843137255
KNN,2.2,79,0,3900,7352,0.016715986701931113,1.4703261852264404,0.0079897489999346,1.4651446342468262,0.25411394571317025,1.741805076599121,float64,0.9156698564593302,0.8487394957983193,0.45089285714285715,0.5889212827988338
Bagging Classifier,2.2,135,8,3900,4084,0.02720900392222197,1.4755349159240723,0.4385133757448454,1.9548370838165283,0.04955131638420044,1.4893817901611328,float64,0.9617224880382775,0.9040404040404041,0.7991071428571429,0.8483412322274881
KNN,2.2,73,12,3900,2451,0.026938577670970198,1.4530601501464844,0.008467854691161677,1.4474611282348633,0.26769346928330584,1.7289750576019287,float64,0.8672248803827751,1.0,0.008928571428571428,0.017699115044247787
AdaBoost,2.2,116,20,3900,4901,0.016661746244352175,1.446854829788208,0.6404706651395727,2.021190881729126,0.08629530403956641,1.5216209888458252,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Bagging Classifier,2.2,139,2,3900,7352,0.021556208865516988,1.4849460124969482,0.43701403346381945,2.0784459114074707,0.05783137905010948,1.530061960220337,float64,0.9635167464114832,0.9054726368159204,0.8125,0.856470588235294
Random Forest,2.2,98,9,3900,6535,0.020676202090248466,1.4647290706634521,1.8964446009840745,3.18337082862854,0.12322358079387463,1.537559986114502,float64,0.9766746411483254,0.9842931937172775,0.8392857142857143,0.9060240963855423
AdaBoost,2.2,113,3,3900,2451,0.01736386793557841,1.4812729358673096,0.29798949896986887,1.859464168548584,0.06473661562693185,1.5349643230438232,float64,0.9683014354066986,0.9090909090909091,0.8482142857142857,0.8775981524249422
Random Forest,2.2,96,23,3900,4901,0.03123944075197105,1.4576880931854248,4.791401782210846,3.0198709964752197,0.17515663384789057,1.5143442153930664,float64,0.9796650717703349,0.9947916666666666,0.8526785714285714,0.9182692307692307
KNN,2.2,78,15,3900,6535,0.018598840177565665,1.4591848850250244,0.011982671177203036,1.466552972793579,0.2910633446758717,1.735929012298584,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
Bagging Classifier,2.2,137,15,3900,5718,0.02592115655013021,1.4775691032409668,0.516677750598785,2.063173770904541,0.16884217123475379,1.4833638668060303,float64,0.9659090909090909,0.9113300492610837,0.8258928571428571,0.8665105386416861
Decision Tree,2.1,24,5,2340,8169,0.01142644329384892,1.4450769424438477,0.06354228357322457,1.5028221607208252,0.034813195965139994,1.4975900650024414,float64,0.9501495513459621,0.823076923076923,0.7985074626865671,0.8106060606060607
KNN,2.2,75,9,3900,4084,0.027677988134231203,1.449913740158081,0.010536968305529732,1.4665980339050293,0.2608012193928129,1.7524642944335938,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
AdaBoost,2.2,117,20,3900,5718,0.028141455091548744,1.4570910930633545,1.1883753454926471,2.125178813934326,0.07163166150607901,1.5265109539031982,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
AdaBoost,2.1,106,2,1559,8169,0.009961537766387073,1.453089952468872,0.27277366837758366,1.7613298892974854,0.05174493982596759,1.4738438129425049,float64,0.9641255605381166,0.9342105263157895,0.7888888888888889,0.8554216867469879
Random Forest,2.2,98,3,3900,6535,0.02527407609466847,1.43373703956604,1.7008195887569186,3.1654579639434814,0.0948067226235782,1.5673410892486572,float64,0.9778708133971292,0.9844559585492227,0.8482142857142857,0.9112709832134293
KNN,2.1,62,16,3119,8169,0.011277091305784737,1.4427261352539062,0.008719286980383103,1.4544291496276855,0.22484247703193988,1.654322862625122,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
Bagging Classifier,2.2,134,11,3900,3268,0.015847812129129984,1.4580318927764893,0.3209787908927449,1.9311542510986328,0.055409835218012876,1.5139098167419434,float64,0.965311004784689,0.9029126213592233,0.8303571428571429,0.8651162790697675
Bagging Classifier,2.1,129,14,389,8169,0.009998385223149423,1.4410178661346436,0.20145415496706848,1.4639580249786377,0.031420601084259626,1.44392991065979,float64,0.8928571428571429,0.631578947368421,0.5217391304347826,0.5714285714285715
Random Forest,2.1,90,17,3900,8169,0.0015302168476087892,1.423098087310791,2.0905812773092913,3.5058341026306152,0.09944151192055614,1.536424160003662,float64,0.9772727272727273,1.0,0.8303571428571429,0.9073170731707317
Bagging Classifier,2.2,134,24,3900,3268,0.029197684251176893,1.4425761699676514,0.5390734934484138,1.9138669967651367,0.1835613298059904,1.4947929382324219,float64,0.9641148325358851,0.9019607843137255,0.8214285714285714,0.8598130841121495
KNN,2.1,64,22,2340,8169,0.006496233006034879,1.4580190181732178,0.007031006060895258,1.4355309009552002,0.1484151139402528,1.5772762298583984,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
Random Forest,2.2,94,12,3900,3268,0.017988490224367513,1.473168134689331,1.3346724977176163,2.761706829071045,0.12433291565243587,1.5265936851501465,float64,0.9784688995215312,0.9947368421052631,0.84375,0.9130434782608696
Random Forest,2.2,92,6,3900,1633,0.016476892061694018,1.4577689170837402,1.037580618464851,2.441345691680908,0.07207040913592763,1.5522329807281494,float64,0.9760765550239234,0.9946236559139785,0.8258928571428571,0.9024390243902438
AdaBoost,2.2,114,9,3900,3268,0.016733205382364873,1.4594287872314453,0.34814352375368535,1.9126427173614502,0.06822106793635736,1.5033960342407227,float64,0.9683014354066986,0.9090909090909091,0.8482142857142857,0.8775981524249422
AdaBoost,2.1,106,18,1559,8169,0.006246662296230541,1.4663329124450684,0.25593312444214605,1.7734379768371582,0.04279021361340847,1.498730182647705,float64,0.9641255605381166,0.9342105263157895,0.7888888888888889,0.8554216867469879
KNN,2.1,67,20,1169,8169,0.010016693770357918,1.4392938613891602,0.005021403763641337,1.455718994140625,0.04845142445057415,1.4966118335723877,float64,0.9163346613545816,0.7272727272727273,0.5970149253731343,0.6557377049180327
Decision Tree,2.2,38,25,3900,6535,0.016989635596804158,1.4589920043945312,0.12933331459944128,1.607400894165039,0.05757286833550479,1.5079233646392822,float64,0.9605263157894737,0.8623853211009175,0.8392857142857143,0.8506787330316743
Decision Tree,2.1,27,0,1169,8169,0.0064777605840629325,1.439460277557373,0.02648538787919335,1.4576730728149414,0.0207946398426683,1.4603068828582764,float64,0.950199203187251,0.8387096774193549,0.7761194029850746,0.8062015503875968
SVM,2.2,18,24,3900,6535,0.025202433150193028,1.465743064880371,0.4918336472428273,2.0100629329681396,0.27396654719056884,1.708590030670166,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,24,0,2340,8169,0.006411149160832295,1.4515049457550049,0.04925985806053386,1.510058879852295,0.03647275851251262,1.483262062072754,float64,0.942173479561316,0.8064516129032258,0.746268656716418,0.7751937984496124
KNN,2.1,62,3,3119,8169,0.010259018584779095,1.4450690746307373,0.008810896204007476,1.4628417491912842,0.22456893311554152,1.6856951713562012,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
KNN,2.2,74,25,3900,3268,0.026801882724921754,1.4769771099090576,0.008958448023179622,1.4598007202148438,0.5625716545290066,1.7126598358154297,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
SVM,2.1,1,6,3509,8169,0.01091843073765133,1.4589099884033203,0.41182261249853475,1.929375171661377,0.19862026746807554,1.6696031093597412,float64,0.8046511627906977,0.3986784140969163,0.8960396039603961,0.551829268292683
SVM,2.2,12,1,3900,1633,0.020444784093586865,1.4786460399627686,0.32748896979661934,1.766418218612671,0.18007189085504519,1.5994219779968262,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.2,135,13,3900,4084,0.019426230303224858,1.4396679401397705,0.342904756805023,1.9203619956970215,0.05623641546808079,1.5300488471984863,float64,0.9623205741626795,0.900497512437811,0.8080357142857143,0.8517647058823529
Decision Tree,2.2,35,19,3900,4084,0.024805096984008238,1.4721570014953613,0.0990240837512618,1.5440869331359863,0.04369859003500408,1.5067949295043945,float64,0.9629186602870813,0.875,0.84375,0.8590909090909091
AdaBoost,2.2,115,19,3900,4084,0.025728014934522876,1.4627199172973633,0.4274729795747752,1.9581758975982666,0.06884294222561103,1.526381015777588,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Bagging Classifier,2.2,134,6,3900,3268,0.01847654425060822,1.4563021659851074,0.3512634347570237,1.899219036102295,0.07847475347372776,1.4694328308105469,float64,0.9635167464114832,0.9054726368159204,0.8125,0.856470588235294
Decision Tree,2.1,25,15,1950,8169,0.007370546845869166,1.4381721019744873,0.41166188904484013,1.4580068588256836,0.02017936492568901,1.4851298332214355,float64,0.9605263157894737,0.883495145631068,0.8125,0.8465116279069768
AdaBoost,2.1,104,29,2340,8169,0.019662739774128035,1.4532599449157715,0.34210113945152654,1.9291040897369385,0.04025921241937194,1.500791072845459,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
Decision Tree,2.2,32,2,3900,1633,0.025378058919641528,1.4674627780914307,0.05395903991255855,1.487746000289917,0.05521830164477755,1.4740369319915771,float64,0.9629186602870813,0.875,0.84375,0.8590909090909091
Random Forest,2.2,96,27,3900,4901,0.025554977528824442,1.4528579711914062,1.5409986399281974,2.965043783187866,0.12546381537073018,1.539565086364746,float64,0.9760765550239234,0.9842105263157894,0.8348214285714286,0.9033816425120773
Random Forest,2.1,89,23,389,8169,0.007072022886630008,1.447455883026123,0.10866809600508623,1.5866470336914062,0.021420213897427168,1.4580481052398682,float64,0.9404761904761905,1.0,0.5652173913043478,0.7222222222222222
SVM,2.2,19,2,3900,7352,0.028236396054786495,1.4647150039672852,0.4650388047196095,2.0267789363861084,0.2317265923842007,1.70405912399292,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,105,18,1950,8169,0.010126922261928899,1.4463331699371338,0.34571404700810277,1.8635799884796143,0.04991251876020131,1.50297212600708,float64,0.9641148325358851,0.8796296296296297,0.8482142857142857,0.8636363636363636
Bagging Classifier,2.1,123,10,2730,8169,0.008783569115516228,1.4453539848327637,0.3959515498296265,1.8912279605865479,0.046858976331589204,1.5064258575439453,float64,0.9572649572649573,0.8905109489051095,0.7770700636942676,0.8299319727891157
Decision Tree,2.2,39,9,3900,7352,0.024903723951254984,1.4537749290466309,0.10750123369545105,1.563277006149292,0.059291246011606465,1.5132298469543457,float64,0.9611244019138756,0.8597285067873304,0.8482142857142857,0.853932584269663
Bagging Classifier,2.1,125,2,1950,8169,0.006446585511586017,1.4598588943481445,0.25484075467838924,1.7221360206604004,0.03835359546132737,1.4959778785705566,float64,0.9509569377990431,0.8817204301075269,0.7321428571428571,0.7999999999999999
SVM,2.1,6,29,1559,8169,0.010954564114868903,1.4634509086608887,0.10155530510494572,1.5468981266021729,0.0696741185482027,1.5021531581878662,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
SVM,2.1,1,21,3509,8169,0.023473667014120063,1.437540054321289,0.401578985594631,1.9121479988098145,0.24289943887430318,1.6625981330871582,float64,0.8046511627906977,0.3986784140969163,0.8960396039603961,0.551829268292683
KNN,2.2,71,21,3900,817,0.02589472100739845,1.4486560821533203,0.009483418240787364,1.4376790523529053,0.2554526044281922,1.72365403175354,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
Random Forest,2.1,89,28,389,8169,0.02588597901996161,1.4363288879394531,0.9751365512750291,1.5942752361297607,0.015665031620546443,1.485347032546997,float64,0.9404761904761905,1.0,0.5652173913043478,0.7222222222222222
Bagging Classifier,2.1,122,10,3119,8169,0.010356243094018358,1.4588110446929932,0.5205335847832109,1.961890697479248,0.07896081539889355,1.4917120933532715,float64,0.9633781763826607,0.9225806451612903,0.7944444444444444,0.853731343283582
SVM,2.2,19,4,3900,7352,0.01645692533314054,1.4664020538330078,0.3918222741323102,2.0214269161224365,0.22478308365315616,1.7267069816589355,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,28,13,779,8169,0.009900270929330691,1.4329679012298584,0.01964000734921654,1.4575130939483643,0.014013394322490371,1.4668331146240234,float64,0.9552238805970149,0.8571428571428571,0.8,0.8275862068965518
AdaBoost,2.2,116,25,3900,4901,0.025926811917772925,1.4587552547454834,0.5017318681100417,2.0161468982696533,0.06677660211752338,1.5259499549865723,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
Decision Tree,2.1,22,14,3119,8169,0.010229816762677996,1.4824891090393066,0.12275103117617589,1.5224711894989014,0.0,1.4888889789581299,float64,0.9573991031390134,0.8514285714285714,0.8277777777777777,0.8394366197183099
Bagging Classifier,2.1,127,5,1169,8169,0.010467872914012395,1.448775053024292,0.12067110669799362,1.6247191429138184,0.02569874335754729,1.4676392078399658,float64,0.952191235059761,0.864406779661017,0.7611940298507462,0.8095238095238095
AdaBoost,2.1,110,7,3900,8169,0.0008774959641692587,1.4364817142486572,1.0048245082627316,2.4006967544555664,0.08646064627893404,1.5235321521759033,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Bagging Classifier,2.1,127,17,1169,8169,0.010653917994447528,1.4600398540496826,0.11380642333145086,1.5858850479125977,0.0260110260801403,1.471064805984497,float64,0.950199203187251,0.8620689655172413,0.746268656716418,0.7999999999999999
KNN,2.2,80,7,3900,8169,0.000817203229703602,1.4318220615386963,0.009838480572406653,1.456376075744629,0.24955507800782337,1.7355608940124512,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Random Forest,2.1,87,13,1169,8169,0.009613995673412295,1.448193073272705,0.38315064243598634,1.9023900032043457,0.03981017887881293,1.4873857498168945,float64,0.9581673306772909,1.0,0.6865671641791045,0.8141592920353982
Random Forest,2.2,99,25,3900,7352,0.02589115506728189,1.4654178619384766,1.9636806689008526,3.25681734085083,0.09204929459273746,1.5557279586791992,float64,0.9784688995215312,0.9845360824742269,0.8526785714285714,0.9138755980861245
Bagging Classifier,2.2,134,5,3900,3268,0.028842609032578362,1.4784729480743408,0.3944778929258163,1.9113950729370117,0.05649397467178317,1.5084328651428223,float64,0.965311004784689,0.9068627450980392,0.8258928571428571,0.8644859813084111
AdaBoost,2.2,119,22,3900,7352,0.02451269472858641,1.4764058589935303,0.8841984729669464,2.3025670051574707,0.06841940310177048,1.5189909934997559,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Random Forest,2.1,90,1,3900,8169,0.0007875756392984649,1.455214023590088,2.0152543364607505,3.3804361820220947,0.13041667958341152,1.5485761165618896,float64,0.9772727272727273,0.979381443298969,0.8482142857142857,0.9090909090909091
SVM,2.2,15,25,3900,4084,0.02438864311164176,1.4822063446044922,0.4498872642368684,1.9991161823272705,0.21185898793657426,1.6978130340576172,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.1,84,27,2340,8169,0.007920347163095446,1.4608280658721924,1.0626181825136496,2.4559450149536133,0.08728567093335607,1.4881038665771484,float64,0.967098703888335,1.0,0.753731343283582,0.8595744680851063
Random Forest,2.2,95,2,3900,4084,0.01783207479916925,1.4676380157470703,1.3646436950472591,2.8338069915771484,0.08601477685008961,1.5269110202789307,float64,0.9778708133971292,0.9895287958115183,0.84375,0.9108433734939758
AdaBoost,2.2,119,4,3900,7352,0.025992075564598895,1.4731969833374023,1.0236044126607413,2.2804229259490967,0.06296702150005945,1.532243251800537,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
AdaBoost,2.1,110,0,3900,8169,0.0009837140423733341,1.4350950717926025,0.9793442324593866,2.4010279178619385,0.08485724558794747,1.5229649543762207,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
SVM,2.2,18,1,3900,6535,0.02713119061677663,1.467275857925415,0.9504022574441368,2.0243959426879883,0.23734732899697372,1.6982519626617432,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.2,139,23,3900,7352,0.02663810078172873,1.4742431640625,0.5945120975904814,2.110672950744629,0.046558043648961024,1.5040390491485596,float64,0.9635167464114832,0.9054726368159204,0.8125,0.856470588235294
Decision Tree,2.1,28,27,779,8169,0.007430115188777432,1.4474968910217285,0.019101258217926416,1.4806909561157227,0.015869661170440398,1.4786977767944336,float64,0.9582089552238806,0.8974358974358975,0.7777777777777778,0.8333333333333333
AdaBoost,2.2,116,17,3900,4901,0.025505481010013716,1.4607770442962646,0.47182706226261123,2.022423028945923,0.06677198376910902,1.5182788372039795,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Random Forest,2.1,88,27,779,8169,0.010924068821437802,1.4458098411560059,0.30542229466247606,1.7668609619140625,0.03636235765607592,1.4846599102020264,float64,0.9522388059701492,1.0,0.6444444444444445,0.7837837837837839
AdaBoost,2.2,113,5,3900,2451,0.025158265962093838,1.466982126235962,0.385252121947732,1.8854141235351562,0.0900134975607165,1.5100898742675781,float64,0.9677033492822966,0.9086538461538461,0.84375,0.875
Random Forest,2.2,94,16,3900,3268,0.028176704611468532,1.4417190551757812,1.3280997208039573,2.7110490798950195,0.11239465339439796,1.5127432346343994,float64,0.9754784688995215,0.9841269841269841,0.8303571428571429,0.900726392251816
Bagging Classifier,2.1,125,6,1950,8169,0.01119010361284482,1.4608309268951416,0.29061695482440714,1.7250430583953857,0.05136131869728811,1.490445852279663,float64,0.9545454545454546,0.8936170212765957,0.75,0.8155339805825244
KNN,2.1,66,9,1559,8169,0.009810947122202459,1.4437310695648193,0.005550039166895737,1.4506161212921143,0.0818654225832162,1.5289568901062012,float64,0.9177877428998505,0.7333333333333333,0.6111111111111112,0.6666666666666666
KNN,2.1,67,26,1169,8169,0.01020614524014673,1.448166847229004,0.005091037347477723,1.444305181503296,0.0537983063168961,1.4813299179077148,float64,0.9163346613545816,0.7272727272727273,0.5970149253731343,0.6557377049180327
SVM,2.2,17,4,3900,5718,0.02562867487156295,1.4674313068389893,0.4586925829295358,2.012014150619507,0.2207090378807868,1.7010211944580078,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.2,17,5,3900,5718,0.01817650097603138,1.4755640029907227,0.3752491276071807,2.0538318157196045,0.21844657502590736,1.6994998455047607,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,95,25,3900,4084,0.026821943136105728,1.4669489860534668,1.372673164850924,2.7867491245269775,0.07239337462989073,1.5533640384674072,float64,0.9772727272727273,1.0,0.8303571428571429,0.9073170731707317
Decision Tree,2.1,23,6,2730,8169,0.006641421843914008,1.4660980701446533,0.07220887144433565,1.5443601608276367,0.18501788164369648,1.4243080615997314,float64,0.9512820512820512,0.8289473684210527,0.802547770700637,0.8155339805825242
AdaBoost,2.2,115,20,3900,4084,0.038067801627001345,1.4463818073272705,1.0881606704583118,1.9399349689483643,0.10375105669590713,1.5054688453674316,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
AdaBoost,2.2,115,26,3900,4084,0.02510380319501331,1.4816241264343262,0.3507850708889533,1.9525609016418457,0.07469167028321737,1.4952497482299805,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
SVM,2.1,8,6,779,8169,0.0,1.4288859367370605,0.03020261488904586,1.4871070384979248,0.02422248605323275,1.4588840007781982,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
Bagging Classifier,2.1,125,22,1950,8169,0.007385322490268888,1.4356448650360107,0.24370919111010186,1.7207729816436768,0.0386589316405547,1.4826321601867676,float64,0.9521531100478469,0.8913043478260869,0.7321428571428571,0.8039215686274508
Random Forest,2.2,91,7,3900,817,0.02382583680798237,1.4608168601989746,0.48156653188194465,2.05786395072937,0.08642436719747232,1.5393831729888916,float64,0.9736842105263158,0.9639175257731959,0.8348214285714286,0.8947368421052633
KNN,2.2,72,25,3900,1633,0.04438886163260322,1.4583821296691895,0.01828922621355369,1.4403882026672363,0.5664968499095249,1.701570987701416,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Decision Tree,2.2,38,24,3900,6535,0.027353147930950367,1.4624979496002197,0.1147890507136117,1.5520129203796387,0.06005100558596638,1.5009820461273193,float64,0.9635167464114832,0.8687782805429864,0.8571428571428571,0.8629213483146068
KNN,2.1,63,18,2730,8169,0.010541969000051329,1.4519221782684326,0.007951606055594791,1.4415841102600098,0.24617674043784646,1.6080842018127441,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
Bagging Classifier,2.1,125,17,1950,8169,0.010546059431721053,1.462007999420166,0.29962533378270273,1.7267918586730957,0.03444555970705539,1.4908008575439453,float64,0.9569377990430622,0.8958333333333334,0.7678571428571429,0.8269230769230769
KNN,2.2,75,15,3900,4084,0.025818337197110252,1.4593651294708252,0.013934079167754613,1.4611258506774902,0.28223059921192445,1.7548789978027344,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
Random Forest,2.1,90,23,3900,8169,0.0008391308074964101,1.4456889629364014,1.9105316455954315,3.407038927078247,0.11857462093321819,1.5691180229187012,float64,0.9766746411483254,1.0,0.8258928571428571,0.9046454767726161
Random Forest,2.1,85,9,1950,8169,0.009775835557334798,1.4485340118408203,0.8478960444527595,2.2830002307891846,0.06159809291050178,1.5014090538024902,float64,0.9772727272727273,1.0,0.8303571428571429,0.9073170731707317
Decision Tree,2.1,30,28,3900,8169,0.0005050401701827575,1.4542570114135742,0.11944920543605488,1.5789639949798584,0.051338787168358484,1.5099151134490967,float64,0.9617224880382775,0.8669724770642202,0.84375,0.8552036199095022
AdaBoost,2.2,115,16,3900,4084,0.01564170519212867,1.477780818939209,0.4735683807051465,1.9526472091674805,0.11283924319843111,1.5201590061187744,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
Random Forest,2.1,89,11,389,8169,0.010290027013188818,1.4525508880615234,0.1437464225839619,1.6419346332550049,0.02295554581908968,1.4564850330352783,float64,0.9285714285714286,1.0,0.4782608695652174,0.6470588235294118
KNN,2.1,65,24,1950,8169,0.010657569953025003,1.453268051147461,0.007639058305775393,1.444507122039795,0.08735759160984613,1.538620948791504,float64,0.8983253588516746,0.6588235294117647,0.5,0.5685279187817259
AdaBoost,2.1,108,23,779,8169,0.006238828361061007,1.4513509273529053,0.14506285636112884,1.6111867427825928,0.025349144267050677,1.496150016784668,float64,0.9701492537313433,0.9069767441860465,0.8666666666666667,0.8863636363636364
SVM,2.1,3,24,2730,8169,0.010918853129348177,1.4698257446289062,0.34046581944982873,1.7565948963165283,0.12726160873458106,1.608522891998291,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
AdaBoost,2.2,112,16,3900,1633,0.02601518635170698,1.4670500755310059,0.3124325248236986,1.8026158809661865,0.053535550089612215,1.5256929397583008,float64,0.9671052631578947,0.9121951219512195,0.8348214285714286,0.8717948717948718
SVM,2.1,3,9,2730,8169,0.01032263935430707,1.4321067333221436,0.23641202659867072,1.7745509147644043,0.09978204584101094,1.593142032623291,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
AdaBoost,2.1,105,13,1950,8169,0.006721407570975245,1.4484689235687256,0.27812696964787514,1.8732178211212158,0.04535806779066876,1.4922780990600586,float64,0.9641148325358851,0.8796296296296297,0.8482142857142857,0.8636363636363636
Decision Tree,2.1,24,6,2340,8169,0.035032661986947385,1.4381420612335205,0.21134639214624784,1.4717357158660889,0.036291479974680185,1.480787992477417,float64,0.9481555333998006,0.8106060606060606,0.7985074626865671,0.8045112781954887
Bagging Classifier,2.2,131,23,3900,817,0.018564938774140467,1.4772660732269287,0.1327228206256508,1.627274990081787,0.07163362118929571,1.486764907836914,float64,0.9665071770334929,0.9117647058823529,0.8303571428571429,0.8691588785046729
KNN,2.1,64,5,2340,8169,0.00790491898328276,1.4662389755249023,0.008578878665232126,1.452559232711792,0.15464785222586022,1.5877740383148193,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
KNN,2.1,70,24,3900,8169,0.000781089334780767,1.446394920349121,0.009592176450701368,1.4738707542419434,0.34004855163293785,1.7304267883300781,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Random Forest,2.1,81,4,3509,8169,0.010229071965724621,1.4661829471588135,1.6695494322603635,3.0809977054595947,0.08483834477412058,1.5527100563049316,float64,0.9720930232558139,0.9878048780487805,0.801980198019802,0.8852459016393442
Bagging Classifier,2.2,139,28,3900,7352,0.032691879274813325,1.4402539730072021,0.5566190691639046,2.1215240955352783,0.04630753452171678,1.508514642715454,float64,0.9641148325358851,0.9019607843137255,0.8214285714285714,0.8598130841121495
Bagging Classifier,2.1,121,25,3509,8169,0.006804055327695274,1.4444527626037598,0.6661548540569292,2.058457851409912,0.053164907740171206,1.5048906803131104,float64,0.9614617940199336,0.8956043956043956,0.806930693069307,0.8489583333333334
Random Forest,2.1,83,4,2730,8169,0.0108128090678752,1.4481048583984375,1.2878333927436463,2.761911153793335,0.055952354064019806,1.5035557746887207,float64,0.9717948717948718,1.0,0.7898089171974523,0.8825622775800712
Random Forest,2.1,87,23,1169,8169,0.018523710388175227,1.438302993774414,0.3883109450741952,1.9276058673858643,0.038214780176007074,1.4856820106506348,float64,0.954183266932271,1.0,0.6567164179104478,0.7927927927927928
Decision Tree,2.2,31,12,3900,817,0.024184417345666887,1.4597389698028564,0.06710481887941235,1.4841179847717285,0.07412348140047978,1.5129001140594482,float64,0.9593301435406698,0.8545454545454545,0.8392857142857143,0.8468468468468467
Random Forest,2.1,88,1,779,8169,0.006353504597360658,1.4600310325622559,0.3172111888632003,1.7365591526031494,0.032519395316896654,1.5047781467437744,float64,0.9611940298507463,1.0,0.7111111111111111,0.8311688311688311
SVM,2.1,8,20,779,8169,0.006789607675743839,1.4545741081237793,0.033442680479516484,1.4835598468780518,0.026843296897159,1.474212884902954,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
Bagging Classifier,2.2,135,24,3900,4084,0.01681648273057346,1.4689741134643555,0.3713848126972628,1.9454171657562256,0.057572543999023264,1.5195560455322266,float64,0.9677033492822966,0.9166666666666666,0.8348214285714286,0.8738317757009345
Bagging Classifier,2.2,136,4,3900,4901,0.024321469228246136,1.453456163406372,0.43739011750725665,2.0097899436950684,0.05814235786789917,1.5230669975280762,float64,0.9635167464114832,0.9014778325123153,0.8169642857142857,0.8571428571428571
