algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Random Forest,2.1,82,25,3119,8169,0.006201517070214255,1.4496760368347168,0.9603729200299106,2.9422781467437744,0.07660975934723051,1.5115141868591309,float64,0.9775784753363229,0.993421052631579,0.8388888888888889,0.9096385542168676
AdaBoost,2.1,108,6,779,8169,0.007169196843929937,1.4471099376678467,0.11927394706090265,1.6125879287719727,0.023760355163509318,1.4535858631134033,float64,0.9701492537313433,0.9069767441860465,0.8666666666666667,0.8863636363636364
Bagging Classifier,2.1,122,11,3119,8169,0.010468765771547334,1.438403844833374,0.42483571318793273,1.9380149841308594,0.049876849459989527,1.4953100681304932,float64,0.9626307922272048,0.922077922077922,0.7888888888888889,0.8502994011976047
Decision Tree,2.1,28,15,779,8169,0.014380755289920236,1.434941291809082,0.0,1.4604878425598145,0.017808028837621705,1.442126989364624,float64,0.9611940298507463,0.9,0.8,0.8470588235294118
AdaBoost,2.2,113,1,3900,2451,0.024935512630993594,1.4440968036651611,0.3538361778242402,1.8816337585449219,0.06769480434458817,1.5011658668518066,float64,0.9683014354066986,0.9090909090909091,0.8482142857142857,0.8775981524249422
Random Forest,2.1,88,8,779,8169,0.006520920826600711,1.4412269592285156,0.3128212107174138,1.7129180431365967,0.03418731065521598,1.4672050476074219,float64,0.9552238805970149,1.0,0.6666666666666666,0.8
SVM,2.1,2,18,3119,8169,0.01123753386668304,1.440967082977295,0.35492111480104954,1.8536739349365234,0.15769532329611116,1.6143107414245605,float64,0.8355754857997011,0.44505494505494503,0.9,0.5955882352941175
KNN,2.1,64,11,2340,8169,0.009635668110878903,1.4393620491027832,0.007196257253329398,1.4353227615356445,0.17828481885062583,1.555906057357788,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
Random Forest,2.1,86,17,1559,8169,0.02216373949746232,1.4215447902679443,1.2266472319912218,2.0640029907226562,0.10595627087628921,1.4425997734069824,float64,0.9551569506726457,1.0,0.6666666666666666,0.8
Random Forest,2.2,98,20,3900,6535,0.026931712081154677,1.4432358741760254,1.6686393910135227,3.2155370712280273,0.13202248633779806,1.535295009613037,float64,0.9760765550239234,0.9946236559139785,0.8258928571428571,0.9024390243902438
SVM,2.2,15,2,3900,4084,0.02848177581205375,1.4702119827270508,0.45620722173163775,1.9650051593780518,0.24147314679345752,1.659247875213623,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.1,8,23,779,8169,0.010577342834987713,1.454333782196045,0.034896335054644706,1.4573638439178467,0.0288564876411954,1.4719879627227783,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
Random Forest,2.1,83,21,2730,8169,0.00663554484694957,1.452460765838623,1.2973058809190983,2.733696937561035,0.07180409047874114,1.5171682834625244,float64,0.9743589743589743,1.0,0.8089171974522293,0.8943661971830986
Bagging Classifier,2.2,135,29,3900,4084,0.026081152029177244,1.4373369216918945,0.5548983455474448,1.950063943862915,0.059195779803759264,1.5059831142425537,float64,0.965311004784689,0.9108910891089109,0.8214285714285714,0.8638497652582159
AdaBoost,2.2,118,5,3900,6535,0.02589815836922817,1.472938060760498,0.7948709846566983,2.1947970390319824,0.06379924406074589,1.5174920558929443,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
Random Forest,2.1,82,10,3119,8169,0.018133595618752354,1.4501638412475586,1.614300398923213,2.9084699153900146,0.09579770862679883,1.5196030139923096,float64,0.9738415545590433,1.0,0.8055555555555556,0.8923076923076924
Bagging Classifier,2.1,128,22,779,8169,0.009908481088988657,1.432856798171997,0.17701252110689103,1.5289957523345947,0.025250071211126407,1.4568350315093994,float64,0.9671641791044776,0.9473684210526315,0.8,0.8674698795180723
Random Forest,2.2,100,7,3900,8169,0.0005509686233148505,1.43727707862854,1.2654799403201134,3.4048314094543457,0.09910976626406122,1.5299358367919922,float64,0.9778708133971292,0.9844559585492227,0.8482142857142857,0.9112709832134293
Bagging Classifier,2.1,129,19,389,8169,0.009556982984890189,1.436939001083374,0.04872403920483721,1.4808671474456787,0.012368004002807678,1.438277244567871,float64,0.9226190476190477,0.7777777777777778,0.6086956521739131,0.6829268292682927
Random Forest,2.1,89,19,389,8169,0.010264797247168608,1.424015998840332,0.1493320232789989,1.6023309230804443,0.027620678948017813,1.4583508968353271,float64,0.9226190476190477,1.0,0.43478260869565216,0.6060606060606061
Decision Tree,2.1,29,19,389,8169,0.009476314575872636,1.4425547122955322,0.010816738551984112,1.449631929397583,0.011950117477306099,1.4481730461120605,float64,0.9047619047619048,0.7058823529411765,0.5217391304347826,0.6
Decision Tree,2.1,23,7,2730,8169,0.010223890938516028,1.4519779682159424,0.0934555507853126,1.4964232444763184,0.039045632842297104,1.4982938766479492,float64,0.9538461538461539,0.8652482269503546,0.7770700636942676,0.818791946308725
Decision Tree,2.2,33,8,3900,2451,0.02549120796995076,1.4614758491516113,0.06756793199744668,1.5144262313842773,0.054924111803791205,1.5162973403930664,float64,0.9581339712918661,0.8532110091743119,0.8303571428571429,0.8416289592760182
KNN,2.1,64,26,2340,8169,0.011614776377892903,1.4364840984344482,0.005974288993673873,1.4460887908935547,0.14089948323497922,1.560258150100708,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
AdaBoost,2.1,107,19,1169,8169,0.01677319376399602,1.4083609580993652,0.4464197174336326,1.6653339862823486,0.058831226643108775,1.4269130229949951,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
AdaBoost,2.1,109,10,389,8169,0.009716519415404027,1.4276411533355713,0.1470431107555093,1.528883934020996,0.01780771707232165,1.4510672092437744,float64,0.9583333333333334,0.9,0.782608695652174,0.8372093023255814
Decision Tree,2.2,38,13,3900,6535,0.05258935703996757,1.4491808414459229,0.7998555073918423,1.5347950458526611,0.058741485727823735,1.5089111328125,float64,0.9617224880382775,0.8773584905660378,0.8303571428571429,0.8532110091743119
KNN,2.1,61,13,3509,8169,0.010507551935265156,1.4450218677520752,0.009061444405155803,1.4420032501220703,0.22475045336014773,1.6862618923187256,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
Decision Tree,2.2,39,3,3900,7352,0.032290196322025705,1.4550392627716064,0.1319742734155632,1.5561871528625488,0.05598723712489065,1.4856040477752686,float64,0.9635167464114832,0.8721461187214612,0.8526785714285714,0.8623024830699775
Decision Tree,2.2,38,20,3900,6535,0.024102150258896563,1.4599518775939941,0.14925795137578343,1.5549941062927246,0.048651347180086874,1.494821310043335,float64,0.9635167464114832,0.8687782805429864,0.8571428571428571,0.8629213483146068
Bagging Classifier,2.1,130,20,3900,8169,0.0008156811086239733,1.4500610828399658,0.4812013806124165,2.128710985183716,0.06994267930900316,1.4958789348602295,float64,0.9617224880382775,0.9,0.8035714285714286,0.8490566037735849
AdaBoost,2.1,101,22,3509,8169,0.006924163443967349,1.441805124282837,0.6521080231610759,2.234586238861084,0.0965862856851973,1.4973969459533691,float64,0.9554817275747508,0.8609625668449198,0.7970297029702971,0.8277634961439588
Random Forest,2.2,94,2,3900,3268,0.017721805229592782,1.4558911323547363,1.2567893463022692,2.705826997756958,0.07748592275401961,1.5194118022918701,float64,0.9772727272727273,0.984375,0.84375,0.9086538461538461
SVM,2.2,14,26,3900,3268,0.024453539339879347,1.4427759647369385,0.6858378345992203,1.9371581077575684,0.1908915480831269,1.6737360954284668,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.1,125,27,1950,8169,0.009769032616943365,1.4505648612976074,0.23155994157593918,1.7207520008087158,0.0348990339962073,1.45302414894104,float64,0.965311004784689,0.9191919191919192,0.8125,0.8625592417061612
Bagging Classifier,2.1,125,4,1950,8169,0.010793666486544113,1.436180830001831,0.2929591598047874,1.696338176727295,0.037065791608600976,1.488102912902832,float64,0.9485645933014354,0.896551724137931,0.6964285714285714,0.7839195979899497
Random Forest,2.1,90,16,3900,8169,0.0007985460538755287,1.4408290386199951,1.8514709544808212,3.4329638481140137,0.09626994977078221,1.5291268825531006,float64,0.9772727272727273,0.9744897959183674,0.8526785714285714,0.9095238095238095
Random Forest,2.1,86,0,1559,8169,0.013165394382506437,1.4223816394805908,0.4780540121325358,2.053642988204956,0.04295465975224075,1.4810841083526611,float64,0.9611360239162929,1.0,0.7111111111111111,0.8311688311688311
Bagging Classifier,2.2,136,24,3900,4901,0.017119188945764266,1.4425549507141113,0.35791414652184117,1.972773790359497,0.059097119058294546,1.482731819152832,float64,0.9647129186602871,0.8985507246376812,0.8303571428571429,0.863109048723898
SVM,2.2,19,16,3900,7352,0.02598311089113232,1.4504048824310303,0.48779302232680777,2.04060697555542,0.25781788715837256,1.6910490989685059,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,106,9,1559,8169,0.0108835688473788,1.4386749267578125,0.3222153571605405,1.7492749691009521,0.03984807349677128,1.481043815612793,float64,0.9596412556053812,0.8795180722891566,0.8111111111111111,0.8439306358381503
KNN,2.1,63,9,2730,8169,0.01415465022677698,1.429825782775879,0.016205427855966587,1.468898057937622,0.1634652767962225,1.6130919456481934,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
Bagging Classifier,2.2,134,3,3900,3268,0.016909396964293423,1.4444706439971924,0.49156051159224745,1.9198670387268066,0.06192295647067337,1.4761981964111328,float64,0.9611244019138756,0.8994974874371859,0.7991071428571429,0.8463356973995273
Random Forest,2.2,98,19,3900,6535,0.02775473087300552,1.4508070945739746,1.817337277720642,3.153496265411377,0.08839498459702681,1.5465190410614014,float64,0.9742822966507177,0.983957219251337,0.8214285714285714,0.8953771289537712
KNN,2.2,77,9,3900,5718,0.018995168438649578,1.4627721309661865,0.009405892930784964,1.4580857753753662,0.2826266141894498,1.7468621730804443,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
KNN,2.2,78,2,3900,6535,0.01632978718142424,1.4517831802368164,0.013045700192121087,1.4299049377441406,0.26788963484499106,1.7394671440124512,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
KNN,2.2,72,17,3900,1633,0.0250539208198814,1.4443027973175049,0.01027814348143366,1.430128812789917,0.2238667492000036,1.7293896675109863,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Decision Tree,2.1,25,26,1950,8169,0.010604357805942908,1.447875738143921,0.055259263339504934,1.490321159362793,0.033705427415057575,1.4653432369232178,float64,0.9509569377990431,0.8446601941747572,0.7767857142857143,0.8093023255813954
Bagging Classifier,2.2,138,15,3900,6535,0.024707612755374746,1.4362328052520752,0.39973488297409165,2.0648462772369385,0.07425597349084348,1.5148518085479736,float64,0.9593301435406698,0.9105263157894737,0.7723214285714286,0.8357487922705313
Decision Tree,2.2,33,7,3900,2451,0.030600924441203305,1.4708123207092285,0.10254938855010799,1.523723840713501,0.05198735459417606,1.492548942565918,float64,0.9635167464114832,0.8654708520179372,0.8616071428571429,0.8635346756152126
Random Forest,2.2,99,6,3900,7352,0.025904256327480533,1.4628832340240479,1.9354123677219637,3.269251823425293,0.11881732315029651,1.5447239875793457,float64,0.9754784688995215,0.9841269841269841,0.8303571428571429,0.900726392251816
AdaBoost,2.1,105,8,1950,8169,0.021896186083043556,1.403320074081421,0.3648919377149348,1.8411641120910645,0.04308740093418827,1.4897263050079346,float64,0.965311004784689,0.8738738738738738,0.8660714285714286,0.8699551569506726
Decision Tree,2.2,39,5,3900,7352,0.025799090050270822,1.4620048999786377,0.1019977160013621,1.5631308555603027,0.05431256820780447,1.4716739654541016,float64,0.9641148325358851,0.8693693693693694,0.8616071428571429,0.8654708520179373
Decision Tree,2.2,33,12,3900,2451,0.025531455913077233,1.4505929946899414,0.08436677755477767,1.5037710666656494,0.051990948081577185,1.5057549476623535,float64,0.9629186602870813,0.875,0.84375,0.8590909090909091
Random Forest,2.2,95,23,3900,4084,0.01662233194667408,1.4462110996246338,0.8168071891950398,2.7695159912109375,0.09245499794296073,1.5362510681152344,float64,0.979066985645933,0.9947643979057592,0.8482142857142857,0.9156626506024096
KNN,2.1,62,25,3119,8169,0.010870181887344262,1.4624302387237549,0.008302075982803175,1.4433379173278809,0.19470043020445257,1.6462948322296143,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
AdaBoost,2.1,108,26,779,8169,0.009867931073125225,1.426856279373169,0.1534231243914655,1.6005330085754395,0.03359756243920665,1.4432041645050049,float64,0.9701492537313433,0.9069767441860465,0.8666666666666667,0.8863636363636364
Bagging Classifier,2.1,121,7,3509,8169,0.006976584736202282,1.4497008323669434,0.4173835692324613,2.020375967025757,0.053682937560324225,1.4922490119934082,float64,0.9568106312292359,0.8743169398907104,0.7920792079207921,0.8311688311688312
AdaBoost,2.1,110,25,3900,8169,0.000811323208367975,1.4336700439453125,0.9884463551914788,2.3844170570373535,0.06864987217464247,1.5111818313598633,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
AdaBoost,2.1,106,14,1559,8169,0.009753957608380078,1.4329900741577148,0.36194642427054374,1.7451367378234863,0.04006867309905587,1.4850099086761475,float64,0.9596412556053812,0.8795180722891566,0.8111111111111111,0.8439306358381503
SVM,2.1,3,18,2730,8169,0.0068305794274163886,1.4538047313690186,1.443854102472308,1.720703125,0.1542158455307206,1.5777390003204346,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
KNN,2.2,71,27,3900,817,0.025684949091233648,1.4492921829223633,0.010890819285391783,1.4431140422821045,0.5447727709040215,1.7176711559295654,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
Decision Tree,2.1,29,24,389,8169,0.010779194736791708,1.4397199153900146,0.014587897922228364,1.4223217964172363,0.015870060350999308,1.4429380893707275,float64,0.9166666666666666,0.8,0.5217391304347826,0.6315789473684211
Bagging Classifier,2.1,122,19,3119,8169,0.010438453215724905,1.424926996231079,0.7187498914368576,1.9343748092651367,0.07486418825012735,1.4914891719818115,float64,0.9671150971599403,0.925,0.8222222222222222,0.8705882352941177
Bagging Classifier,2.2,136,23,3900,4901,0.015535758444960825,1.4479420185089111,0.5183421838170101,1.974815845489502,0.0633413915388184,1.5101709365844727,float64,0.9605263157894737,0.883495145631068,0.8125,0.8465116279069768
Bagging Classifier,2.2,140,13,3900,8169,0.0005911446860047612,1.4328529834747314,0.7465542775899421,2.1750850677490234,0.08257101785585003,1.509432077407837,float64,0.9623205741626795,0.8926829268292683,0.8169642857142857,0.8531468531468532
Decision Tree,2.2,40,22,3900,8169,0.0005041787102362797,1.443453073501587,0.11838112604919289,1.5632171630859375,0.05684352865177938,1.495431900024414,float64,0.9617224880382775,0.8603603603603603,0.8526785714285714,0.8565022421524662
AdaBoost,2.2,119,18,3900,7352,0.0483119297141519,1.4261600971221924,1.692346906124775,2.2569472789764404,0.12838284783394513,1.4937820434570312,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
AdaBoost,2.1,102,17,3119,8169,0.010008498453196311,1.4311468601226807,0.5998971257656042,2.1483371257781982,0.046907512096339074,1.482961893081665,float64,0.9641255605381166,0.9285714285714286,0.7944444444444444,0.8562874251497005
SVM,2.1,7,22,1169,8169,0.0066844043530235615,1.4327549934387207,0.05786312241286452,1.5065381526947021,0.03853376859756279,1.4733281135559082,float64,0.8326693227091634,0.43795620437956206,0.8955223880597015,0.5882352941176471
AdaBoost,2.2,115,6,3900,4084,0.01623622207630277,1.4709851741790771,0.5599714078180394,1.9314498901367188,0.0975252829298475,1.4912960529327393,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
Random Forest,2.2,91,11,3900,817,0.01587483935546884,1.449817180633545,0.4090381359735884,2.0211987495422363,0.08444856917152947,1.5298781394958496,float64,0.9766746411483254,0.9894179894179894,0.8348214285714286,0.9055690072639224
Random Forest,2.2,99,17,3900,7352,0.024925860490019502,1.4730267524719238,2.073585527199142,3.399005889892578,0.0781515017576478,1.524104118347168,float64,0.9778708133971292,0.9794871794871794,0.8526785714285714,0.9116945107398569
Random Forest,2.2,93,13,3900,2451,0.025744994920407917,1.4864580631256104,1.243522301346528,2.670012950897217,0.09310777877939705,1.5310096740722656,float64,0.9730861244019139,0.9890710382513661,0.8080357142857143,0.8894348894348894
KNN,2.1,63,1,2730,8169,0.006631085053320417,1.449035882949829,0.007853039259974067,1.4399070739746094,0.43480447672366657,1.5836002826690674,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
KNN,2.1,61,17,3509,8169,0.010743678549926203,1.4474480152130127,0.0128948323503489,1.4507520198822021,0.2343060464096277,1.6806683540344238,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
Random Forest,2.1,90,3,3900,8169,0.000948188697371775,1.43257474899292,1.999819425405917,3.4257688522338867,0.09425435040052538,1.555232048034668,float64,0.979066985645933,0.9896373056994818,0.8526785714285714,0.9160671462829736
Random Forest,2.1,88,0,779,8169,0.019022696605313742,1.451672077178955,0.5032798052707352,1.7066960334777832,0.06475696796888512,1.4606351852416992,float64,0.9611940298507463,1.0,0.7111111111111111,0.8311688311688311
AdaBoost,2.2,112,5,3900,1633,0.03956059026570283,1.4265050888061523,0.28807674885341134,1.7920961380004883,0.06680143468279394,1.5065462589263916,float64,0.9694976076555024,0.909952606635071,0.8571428571428571,0.8827586206896552
KNN,2.1,65,11,1950,8169,0.010039699178171033,1.4376239776611328,0.0065630749616558464,1.4423530101776123,0.10613421835468811,1.5144250392913818,float64,0.8983253588516746,0.6588235294117647,0.5,0.5685279187817259
SVM,2.2,17,20,3900,5718,0.03539033376789261,1.433640956878662,0.5014924162539138,1.969956874847412,0.21802482328114814,1.6906917095184326,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.1,4,4,2340,8169,0.010220642885318322,1.4437990188598633,0.18551820125629395,1.6495108604431152,0.10576447881041261,1.5507256984710693,float64,0.8055832502492523,0.39590443686006827,0.8656716417910447,0.5433255269320844
Random Forest,2.2,91,13,3900,817,0.026218838883953627,1.4524688720703125,0.3757985953407446,2.040876865386963,0.08699013619458343,1.5201129913330078,float64,0.9748803827751196,0.9840425531914894,0.8258928571428571,0.8980582524271844
Random Forest,2.1,85,4,1950,8169,0.0070498225081266205,1.4274930953979492,0.8755332857319326,2.2649483680725098,0.054934371248217165,1.4856832027435303,float64,0.9748803827751196,1.0,0.8125,0.896551724137931
Decision Tree,2.2,35,16,3900,4084,0.026998701502199834,1.4637787342071533,0.13433100788810795,1.5478391647338867,0.059844078594967924,1.5047829151153564,float64,0.9611244019138756,0.8663594470046083,0.8392857142857143,0.852607709750567
Random Forest,2.1,85,18,1950,8169,0.01367327324692213,1.4206981658935547,0.5939650680223779,2.2885818481445312,0.11348846520020123,1.4949049949645996,float64,0.9760765550239234,1.0,0.8214285714285714,0.9019607843137255
Bagging Classifier,2.2,133,16,3900,2451,0.025439216648559755,1.4609191417694092,0.43102431038734335,1.8133790493011475,0.08374031791797924,1.4982411861419678,float64,0.9641148325358851,0.8980582524271845,0.8258928571428571,0.8604651162790699
Random Forest,2.2,97,13,3900,5718,0.024416313557358623,1.4403319358825684,1.7531609440798415,3.1063759326934814,0.06732835702876343,1.5230069160461426,float64,0.9748803827751196,0.9789473684210527,0.8303571428571429,0.8985507246376812
SVM,2.2,15,18,3900,4084,0.017675324312510524,1.4522671699523926,0.3434807595333319,1.9555480480194092,0.20533479931941365,1.6591849327087402,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,24,8,2340,8169,0.010484637695846235,1.4323549270629883,0.05560361149001957,1.5035676956176758,0.03613662636391517,1.4510719776153564,float64,0.9481555333998006,0.8253968253968254,0.7761194029850746,0.8
Bagging Classifier,2.2,136,1,3900,4901,0.015992695566249236,1.459934949874878,0.5485825853211683,1.9644427299499512,0.058127343869040664,1.499650001525879,float64,0.9611244019138756,0.9076923076923077,0.7901785714285714,0.8448687350835322
SVM,2.1,2,26,3119,8169,0.007240350143924284,1.4415431022644043,0.3813520304878128,1.846358060836792,0.1554558137424086,1.6166720390319824,float64,0.8355754857997011,0.44505494505494503,0.9,0.5955882352941175
Decision Tree,2.1,22,9,3119,8169,0.009594537403600861,1.4093499183654785,0.06450599529906213,1.5187292098999023,0.03891894998597867,1.4785301685333252,float64,0.952914798206278,0.8268156424581006,0.8222222222222222,0.8245125348189415
AdaBoost,2.1,107,12,1169,8169,0.010210175512336515,1.4348928928375244,0.20956543484951004,1.6779069900512695,0.03405862070957336,1.4734342098236084,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
Random Forest,2.2,94,18,3900,3268,0.028636204237526053,1.4476299285888672,1.295182941222443,2.6941921710968018,0.09413769785304049,1.5144131183624268,float64,0.9748803827751196,0.9789473684210527,0.8303571428571429,0.8985507246376812
KNN,2.2,74,4,3900,3268,0.02495275833643097,1.4733381271362305,0.009528434475550475,1.4448521137237549,0.370138135264252,1.7661781311035156,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Bagging Classifier,2.2,134,19,3900,3268,0.017447635584155827,1.4547882080078125,0.3092272649965154,1.9106171131134033,0.056422898195675496,1.5178868770599365,float64,0.9641148325358851,0.905940594059406,0.8169642857142857,0.8591549295774648
AdaBoost,2.1,103,19,2730,8169,0.006554042950382532,1.4287219047546387,0.4488785217374233,2.0108189582824707,0.05174974202942898,1.4810919761657715,float64,0.9598290598290599,0.8873239436619719,0.802547770700637,0.8428093645484951
KNN,2.2,73,22,3900,2451,0.01511593258090818,1.4583001136779785,0.009589176966806516,1.455106258392334,0.24679738553276753,1.7249979972839355,float64,0.8672248803827751,1.0,0.008928571428571428,0.017699115044247787
Bagging Classifier,2.2,133,23,3900,2451,0.02376798284628053,1.4489400386810303,0.3259844821370976,1.7981066703796387,0.061690816730297436,1.4973671436309814,float64,0.9623205741626795,0.900497512437811,0.8080357142857143,0.8517647058823529
KNN,2.1,69,6,389,8169,0.00641071136791991,1.4508860111236572,0.003089644687600801,1.4334349632263184,0.01766403458992454,1.432589054107666,float64,0.8571428571428571,0.46153846153846156,0.2608695652173913,0.33333333333333337
SVM,2.2,15,13,3900,4084,0.016891173075186124,1.4504890441894531,0.7301918945739075,1.9492459297180176,0.46780004694407173,1.6623010635375977,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,61,19,3509,8169,0.010965953811749137,1.4324538707733154,0.008945031863995118,1.446876049041748,0.1789065247224862,1.6823561191558838,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
AdaBoost,2.2,119,9,3900,7352,0.027486596135576555,1.4667530059814453,0.8301681381312285,2.291314125061035,0.09543757883371644,1.4927828311920166,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Random Forest,2.1,86,21,1559,8169,0.010016110965527297,1.4434750080108643,0.5166355153644269,2.0565829277038574,0.037746208468794486,1.4812161922454834,float64,0.9566517189835575,1.0,0.6777777777777778,0.8079470198675497
Bagging Classifier,2.2,140,26,3900,8169,0.0007566666750480892,1.4455528259277344,0.6301961870381225,2.161564826965332,0.0639716153395801,1.5061588287353516,float64,0.9665071770334929,0.9117647058823529,0.8303571428571429,0.8691588785046729
Bagging Classifier,2.2,131,12,3900,817,0.01655920465978503,1.4416918754577637,0.16324734034103502,1.6217730045318604,0.05831331085025187,1.496608018875122,float64,0.9611244019138756,0.8955223880597015,0.8035714285714286,0.8470588235294118
SVM,2.2,17,21,3900,5718,0.02890157705602445,1.4494061470031738,0.5487030328957779,2.0082790851593018,0.2179656229519856,1.688176155090332,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,103,27,2730,8169,0.010823838342302817,1.4412097930908203,0.48836123684989724,2.0281407833099365,0.05144663498181386,1.4899206161499023,float64,0.9564102564102565,0.8732394366197183,0.7898089171974523,0.8294314381270903
SVM,2.2,16,29,3900,4901,0.015688107742773502,1.4698708057403564,0.3364924753390508,1.9755640029907227,0.2520265157538174,1.6772282123565674,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,75,14,3900,4084,0.026510959775686203,1.4599921703338623,0.010509317305669395,1.4281868934631348,0.43741986564739704,1.7024860382080078,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
AdaBoost,2.1,102,16,3119,8169,0.016092426295373677,1.4180808067321777,1.3655777847455908,2.148703098297119,0.07088548591313949,1.4780521392822266,float64,0.9633781763826607,0.9225806451612903,0.7944444444444444,0.853731343283582
SVM,2.2,19,25,3900,7352,0.01753045383524693,1.452725887298584,0.634942606592353,2.0177559852600098,0.2420620505054327,1.6836249828338623,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.1,6,7,1559,8169,0.010451800105877682,1.4216949939727783,0.19729844899841442,1.5320210456848145,0.055045587263785146,1.4999878406524658,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
Random Forest,2.1,90,25,3900,8169,0.0005316527783089479,1.4516191482543945,1.9870790751423737,3.335649013519287,0.14383233306633106,1.5225448608398438,float64,0.979066985645933,0.9947643979057592,0.8482142857142857,0.9156626506024096
KNN,2.1,64,7,2340,8169,0.010637321411377717,1.4441251754760742,0.06460699676207535,1.3787388801574707,1.042122382027195,1.4711649417877197,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
Decision Tree,2.1,21,18,3509,8169,0.020545144499222345,1.4311399459838867,0.09770772354283506,1.5594041347503662,0.05092264076158363,1.4848270416259766,float64,0.9548172757475083,0.8563829787234043,0.7970297029702971,0.8256410256410257
Bagging Classifier,2.2,139,0,3900,7352,0.02086817928650932,1.4437329769134521,0.47580872015116216,2.1023731231689453,0.06896400916471897,1.5014760494232178,float64,0.9617224880382775,0.8883495145631068,0.8169642857142857,0.8511627906976744
Random Forest,2.2,97,25,3900,5718,0.02406731794430214,1.4525728225708008,1.8482960779117275,3.0896668434143066,0.09817204883855934,1.5088839530944824,float64,0.9778708133971292,1.0,0.8348214285714286,0.9099756690997567
SVM,2.1,1,5,3509,8169,0.007156645533445172,1.436718225479126,0.4752865062895856,1.8956432342529297,0.18040583815659814,1.6437091827392578,float64,0.8046511627906977,0.3986784140969163,0.8960396039603961,0.551829268292683
Random Forest,2.2,98,21,3900,6535,0.025246526478046392,1.4478442668914795,1.9741337684660722,3.1812191009521484,0.10184816946971009,1.5245656967163086,float64,0.9778708133971292,1.0,0.8348214285714286,0.9099756690997567
Decision Tree,2.2,38,8,3900,6535,0.016749390432323565,1.4748318195343018,0.10741540320709259,1.5481739044189453,0.057921630659013276,1.491426944732666,float64,0.9605263157894737,0.8558558558558559,0.8482142857142857,0.852017937219731
SVM,2.2,12,5,3900,1633,0.026380842618347444,1.437108039855957,0.21051938943160672,1.7547330856323242,0.16505635746217096,1.5832231044769287,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,27,7,1169,8169,0.0131341092423519,1.4200360774993896,0.06214932787281847,1.4564120769500732,0.02144968604244077,1.4581151008605957,float64,0.952191235059761,0.8307692307692308,0.8059701492537313,0.8181818181818182
AdaBoost,2.1,108,27,779,8169,0.009832659763157583,1.4306278228759766,0.14820325666549497,1.62373685836792,0.023070686885451393,1.455352783203125,float64,0.9701492537313433,0.9069767441860465,0.8666666666666667,0.8863636363636364
